"Id_Noleggio","Data_Pagamento"
900709,2023-01-11
900710,2022-11-26
900711,2022-12-19
900712,2022-11-22
900713,2022-12-24
900714,2022-12-24
900715,2022-10-17
900716,2022-10-16
900717,2023-01-07
900718,2022-11-16
900719,2022-10-27
900720,2023-01-12
900721,2022-12-07
900722,2022-11-27
900723,2022-12-01
900724,2022-12-14
900725,2023-01-05
900726,2022-11-02
900727,2022-12-12
900728,2022-12-24
900729,2022-11-25
900730,2022-11-09
900731,2022-11-03
900732,2022-11-16
900733,2022-11-29
900734,2022-10-24
900735,2022-11-01
900736,2022-12-19
900737,2022-12-25
900738,2022-10-16
900739,2022-11-27
900740,2022-11-30
900741,2022-10-24
900742,2022-12-01
900743,2022-11-06
900744,2022-11-23
900745,2022-11-09
900746,2022-11-30
900747,2022-12-15
900748,2022-10-28
900749,2022-12-15
900750,2022-11-02
900751,2022-12-17
900752,2022-10-29
900753,2022-11-06
900754,2022-10-26
900755,2022-11-20
900756,2022-10-26
900757,2023-01-09
900758,2022-12-27
900759,2022-10-19
900760,2022-11-28
900761,2022-11-25
900762,2022-11-04
900763,2022-11-21
900764,2022-10-24
900765,2022-10-25
900766,2022-12-20
900767,2022-10-26
900768,2022-12-20
900769,2022-11-17
900770,2022-11-22
900771,2022-11-16
900772,2022-10-26
900773,2023-01-08
900774,2022-12-19
900775,2022-11-22
900776,2023-01-07
900777,2023-01-14
900778,2022-10-20
900779,2023-01-05
900780,2022-12-10
900781,2022-11-28
900782,2022-12-05
900783,2022-12-08
900784,2022-10-18
900785,2022-11-17
900786,2022-11-04
900787,2022-11-18
900788,2022-10-18
900789,2022-12-25
900790,2022-12-24
900791,2023-01-03
900792,2022-12-19
900793,2022-12-06
900794,2022-12-03
900795,2022-11-27
900796,2022-10-20
900797,2022-12-30
900798,2022-12-03
900799,2022-12-27
900800,2022-11-03
900801,2022-11-17
900802,2022-12-13
900803,2022-11-25
900804,2022-10-19
900805,2022-12-05
900806,2022-12-14
900807,2022-11-13
900808,2022-11-14
900809,2022-10-31
900810,2022-12-22
900811,2022-12-18
900812,2023-01-04
900813,2023-01-10
900814,2022-11-18
900815,2022-12-03
900816,2023-01-07
900817,2022-10-22
900818,2022-12-23
900819,2023-01-13
900820,2022-12-20
900821,2023-01-09
900822,2022-10-19
900823,2022-11-14
900824,2022-12-02
900825,2022-12-17
900826,2022-10-18
900827,2022-11-25
900828,2023-01-03
900829,2023-01-06
900830,2023-01-11
900831,2022-10-31
900832,2022-12-10
900833,2023-01-04
900834,2022-10-21
900835,2022-11-15
900836,2022-11-03
900837,2023-01-11
900838,2023-01-14
900839,2023-01-04
900840,2022-12-24
900841,2022-11-16
900842,2022-11-26
900843,2022-11-05
900844,2022-10-25
900845,2022-10-19
900846,2022-12-27
900847,2022-12-11
900848,2022-12-11
900849,2022-12-07
900850,2022-11-03
900851,2022-11-21
900852,2022-12-06
900853,2023-07-16
900854,2023-08-14
900855,2023-04-21
900856,2023-08-18
900857,2023-05-26
900858,2023-07-08
900859,2023-09-04
900860,2023-06-12
900861,2023-05-27
900862,2023-07-09
900863,2023-08-09
900864,2023-07-10
900865,2023-09-13
900866,2023-05-14
900867,2023-08-30
900868,2023-08-14
900869,2023-08-24
900870,2023-07-20
900871,2023-08-15
900872,2023-04-30
900873,2023-08-13
900874,2023-08-09
900875,2023-07-25
900876,2023-07-08
900877,2023-05-31
900878,2023-10-08
900879,2023-08-31
900880,2023-04-23
900881,2023-08-11
900882,2023-09-15
900883,2023-06-29
900884,2023-05-05
900885,2023-05-04
900886,2023-10-05
900887,2023-09-11
900888,2023-08-26
900889,2023-05-01
900890,2023-06-20
900891,2023-07-22
900892,2023-08-27
900893,2023-08-06
900894,2023-05-27
900895,2023-10-07
900896,2023-06-02
900897,2023-06-07
900898,2023-09-18
900899,2023-07-06
900900,2023-07-23
900901,2023-05-09
900902,2023-04-23
900903,2023-08-13
900904,2023-09-08
900905,2023-06-29
900906,2023-09-29
900907,2023-07-06
900908,2023-06-03
900909,2023-07-16
900910,2023-06-29
900911,2023-05-19
900912,2023-06-11
900913,2023-06-22
900914,2023-04-27
900915,2023-08-17
900916,2023-05-16
900917,2023-08-30
900918,2023-04-22
900919,2023-05-10
900920,2023-10-12
900921,2023-09-16
900922,2023-09-30
900923,2023-09-16
900924,2023-08-11
900925,2023-04-17
900926,2023-06-01
900927,2023-10-12
900928,2023-10-10
900929,2023-04-22
900930,2023-08-11
900931,2023-07-09
900932,2023-06-15
900933,2023-06-08
900934,2023-07-07
900935,2023-10-05
900936,2023-05-30
900937,2023-07-13
900938,2023-05-02
900939,2023-09-05
900940,2023-08-08
900941,2023-05-05
900942,2023-09-21
900943,2023-06-10
900944,2023-04-21
900945,2023-05-27
900946,2023-07-15
900947,2023-09-09
900948,2023-10-15
900949,2023-05-11
900950,2023-10-05
900951,2023-04-29
900952,2023-09-05
900953,2023-09-09
900954,2023-10-01
900955,2023-06-18
900956,2023-10-14
900957,2023-08-24
900958,2023-08-15
900959,2023-07-04
900960,2023-04-24
900961,2023-07-06
900962,2023-05-01
900963,2023-07-25
900964,2023-05-11
900965,2023-08-14
900966,2023-04-21
900967,2023-10-01
900968,2023-08-13
900969,2023-08-31
900970,2023-10-01
900971,2023-05-11
900972,2023-06-04
900973,2023-05-16
900974,2023-09-26
900975,2023-09-24
900976,2023-09-30
900977,2023-05-16
900978,2023-07-04
900979,2023-09-13
900980,2023-04-29
900981,2023-09-21
900982,2023-05-07
900983,2023-05-09
900984,2023-07-15
900985,2023-07-13
900986,2023-05-20
900987,2023-10-02
900988,2023-04-18
900989,2023-05-14
900990,2023-07-10
900991,2023-08-23
900992,2023-06-21
900993,2023-06-23
900994,2023-05-29
900995,2023-06-08
900996,2023-06-12
900997,2023-06-10
900998,2023-06-16
900999,2023-07-03
901000,2023-10-02
901001,2023-09-27
901002,2023-05-18
901003,2023-04-28
901004,2023-08-20
901005,2023-09-01
901006,2023-07-31
901007,2023-07-20
901008,2023-05-28
901009,2023-07-13
901010,2023-04-21
901011,2023-08-02
901012,2023-06-26
901013,2023-07-01
901014,2023-07-26
901015,2023-07-18
901016,2023-07-10
901017,2023-10-07
901018,2023-07-07
901019,2023-10-12
901020,2023-08-12
901021,2023-08-25
901022,2023-09-02
901023,2023-06-21
901024,2023-10-04
901025,2023-08-10
901026,2023-06-22
901027,2023-07-16
901028,2023-09-20
901029,2023-05-19
901030,2023-08-31
901031,2023-09-21
901032,2023-07-04
901033,2023-09-05
901034,2023-07-26
901035,2023-10-17
901036,2023-06-23
901037,2023-05-02
901038,2023-06-17
901039,2023-07-14
901040,2023-09-16
901041,2023-07-13
901042,2023-06-04
901043,2023-06-12
901044,2023-09-13
901045,2023-06-03
901046,2023-05-24
901047,2023-09-15
901048,2023-09-01
901049,2023-04-17
901050,2023-08-27
901051,2023-08-29
901052,2023-08-19
901053,2023-08-14
901054,2023-08-24
901055,2023-09-20
901056,2023-08-11
901057,2023-10-15
901058,2023-09-24
901059,2023-05-11
901060,2023-07-28
901061,2023-07-08
901062,2023-10-11
901063,2023-06-25
901064,2023-08-13
901065,2023-07-21
901066,2023-06-11
901067,2023-07-25
901068,2023-05-02
901069,2023-06-02
901070,2023-06-10
901071,2023-06-12
901072,2023-05-19
901073,2023-08-27
901074,2023-04-19
901075,2023-08-04
901076,2023-08-06
901077,2023-06-04
901078,2023-05-02
901079,2023-05-01
901080,2023-09-18
901081,2023-09-18
901082,2023-10-08
901083,2023-09-21
901084,2023-07-21
901085,2023-09-11
901086,2023-06-23
901087,2023-05-31
901088,2023-06-27
901089,2023-06-06
901090,2023-08-18
901091,2023-07-21
901092,2023-04-17
901093,2023-10-03
901094,2023-10-07
901095,2023-06-06
901096,2023-06-02
901097,2023-08-22
901098,2023-05-02
901099,2023-06-29
901100,2023-06-05
901101,2023-05-08
901102,2023-06-04
901103,2023-09-04
901104,2023-08-13
901105,2023-05-17
901106,2023-07-27
901107,2023-10-03
901108,2023-06-25
901109,2023-08-15
901110,2023-07-24
901111,2023-05-26
901112,2023-09-28
901113,2023-09-22
901114,2023-06-16
901115,2023-09-27
901116,2023-05-24
901117,2023-08-19
901118,2023-06-07
901119,2023-06-19
901120,2023-09-06
901121,2023-08-09
901122,2023-06-17
901123,2023-10-14
901124,2023-07-09
901125,2023-06-15
901126,2023-09-01
901127,2023-08-04
901128,2023-07-04
901129,2023-09-03
901130,2023-05-23
901131,2023-08-23
901132,2023-06-29
901133,2023-05-26
901134,2023-05-25
901135,2023-07-12
901136,2023-05-18
901137,2023-10-06
901138,2023-07-21
901139,2023-10-10
901140,2023-10-13
901141,2023-08-23
901142,2023-05-24
901143,2023-05-30
901144,2023-06-14
901145,2023-06-10
901146,2023-08-08
901147,2023-07-04
901148,2023-09-02
901149,2023-07-06
901150,2023-06-25
901151,2023-10-08
901152,2023-09-01
901153,2023-10-13
901154,2023-07-09
901155,2023-08-02
901156,2023-07-19
901157,2023-05-22
901158,2023-05-17
901159,2023-09-10
901160,2023-08-25
901161,2023-08-13
901162,2023-04-20
901163,2023-10-07
901164,2023-05-22
901165,2023-07-10
901166,2023-10-07
901167,2023-06-18
901168,2023-06-26
901169,2023-09-26
901170,2023-08-25
901171,2023-04-21
901172,2023-08-11
901173,2023-06-27
901174,2023-08-04
901175,2023-07-31
901176,2023-08-23
901177,2023-05-09
901178,2023-06-09
901179,2023-08-24
901180,2023-09-10
901181,2023-07-05
901182,2023-06-22
901183,2023-04-22
901184,2023-05-02
901185,2023-06-30
901186,2023-08-06
901187,2023-09-03
901188,2023-09-02
901189,2023-05-16
901190,2023-07-30
901191,2023-05-30
901192,2023-08-25
901193,2023-08-01
901194,2023-08-17
901195,2023-10-15
901196,2023-06-10
901197,2023-04-19
901198,2023-05-15
901199,2023-08-26
901200,2023-09-03
901201,2023-06-23
901202,2023-06-10
901203,2023-10-08
901204,2023-07-23
901205,2023-06-22
901206,2023-05-20
901207,2023-07-06
901208,2023-07-06
901209,2023-04-28
901210,2023-06-08
901211,2023-09-17
901212,2023-10-05
901213,2023-07-16
901214,2023-06-04
901215,2023-07-21
901216,2023-06-20
901217,2023-05-11
901218,2023-05-09
901219,2023-08-15
901220,2023-04-24
901221,2023-05-02
901222,2023-07-20
901223,2023-10-05
901224,2023-04-24
901225,2023-07-29
901226,2023-04-23
901227,2023-06-04
901228,2023-06-09
901229,2023-07-19
901230,2023-07-01
901231,2023-06-02
901232,2023-08-14
901233,2023-09-13
901234,2023-06-02
901235,2023-08-05
901236,2023-09-19
901237,2023-08-30
901238,2023-07-08
901239,2023-05-27
901240,2023-10-14
901241,2023-06-11
901242,2023-05-03
901243,2023-04-22
901244,2023-08-11
901245,2023-08-19
901246,2023-05-01
901247,2023-06-14
901248,2023-10-15
901249,2023-10-01
901250,2023-09-29
901251,2023-08-18
901252,2023-09-23
901253,2023-08-01
901254,2023-05-17
901255,2023-09-02
901256,2023-06-29
901257,2023-07-14
901258,2023-09-16
901259,2023-07-08
901260,2023-09-06
901261,2023-05-28
901262,2023-08-08
901263,2023-08-06
901264,2023-06-23
901265,2023-09-14
901266,2023-08-13
901267,2023-10-01
901268,2023-05-01
901269,2023-07-14
901270,2023-08-23
901271,2023-04-28
901272,2023-08-03
901273,2023-08-18
901274,2023-08-10
901275,2023-04-28
901276,2023-08-02
901277,2023-09-10
901278,2023-08-20
901279,2023-06-04
901280,2023-05-19
901281,2023-05-11
901282,2023-08-01
901283,2023-05-16
901284,2023-05-30
901285,2023-07-13
901286,2023-05-21
901287,2023-04-23
901288,2023-07-28
901289,2023-09-28
901290,2023-09-09
901291,2023-09-13
901292,2023-08-14
901293,2023-04-21
901294,2023-06-06
901295,2023-10-11
901296,2023-10-07
901297,2023-08-03
901298,2023-06-14
901299,2023-07-14
901300,2023-07-28
901301,2023-08-22
901302,2023-08-05
901303,2023-10-08
901304,2023-05-25
901305,2023-10-13
901306,2023-09-08
901307,2023-05-24
901308,2023-08-27
901309,2023-07-01
901310,2023-10-06
901311,2023-08-21
901312,2023-07-21
901313,2023-08-17
901314,2023-05-19
901315,2023-05-22
901316,2023-05-13
901317,2023-09-22
901318,2023-09-20
901319,2023-04-29
901320,2023-07-28
901321,2023-05-27
901322,2023-06-29
901323,2023-08-31
901324,2023-05-07
901325,2023-07-15
901326,2023-09-19
901327,2023-06-21
901328,2023-06-07
901329,2023-10-07
901330,2023-08-18
901331,2023-07-07
901332,2023-09-23
901333,2023-04-30
901334,2023-07-07
901335,2023-07-05
901336,2023-05-06
901337,2023-10-06
901338,2023-07-01
901339,2023-06-28
901340,2023-07-31
901341,2023-06-30
901342,2023-07-01
901343,2023-08-25
901344,2023-09-09
901345,2023-09-20
901346,2023-09-27
901347,2023-05-22
901348,2023-05-20
901349,2023-07-25
901350,2023-08-12
901351,2023-06-17
901352,2023-06-10
901353,2023-05-09
901354,2023-07-15
901355,2023-07-26
901356,2023-08-03
901357,2023-06-28
901358,2023-05-28
901359,2023-07-01
901360,2023-04-21
901361,2023-05-25
901362,2023-04-27
901363,2023-06-08
901364,2023-07-03
901365,2023-07-30
901366,2023-05-31
901367,2023-07-09
901368,2023-08-30
901369,2023-04-22
901370,2023-09-13
901371,2023-05-15
901372,2023-06-20
901373,2023-06-27
901374,2023-06-28
901375,2023-08-12
901376,2023-06-01
901377,2024-09-21
901378,2024-08-29
901379,2024-11-24
901380,2024-12-10
901381,2024-04-22
901382,2024-07-28
901383,2024-09-15
901384,2024-12-26
901385,2024-06-14
901386,2024-07-23
901387,2024-10-29
901388,2024-10-29
901389,2024-06-12
901390,2024-08-01
901391,2024-08-08
901392,2024-07-30
901393,2024-10-26
901394,2024-07-11
901395,2024-12-12
901396,2024-06-21
901397,2024-10-08
901398,2024-09-06
901399,2024-09-14
901400,2024-04-24
901401,2024-10-30
901402,2024-07-22
901403,2024-09-15
901404,2024-06-28
901405,2024-06-21
901406,2024-10-10
901407,2024-08-22
901408,2024-06-18
901409,2024-10-11
901410,2024-08-28
901411,2024-08-12
901412,2024-11-16
901413,2024-07-14
901414,2024-09-19
901415,2024-06-07
901416,2024-06-21
901417,2024-05-22
901418,2024-05-06
901419,2024-12-05
901420,2024-08-30
901421,2024-08-02
901422,2024-04-30
901423,2024-09-30
901424,2024-07-15
901425,2024-11-17
901426,2024-05-25
901427,2024-12-25
901428,2024-06-18
901429,2024-09-20
901430,2024-07-23
901431,2024-10-21
901432,2024-12-28
901433,2024-07-04
901434,2024-12-13
901435,2024-09-25
901436,2024-12-03
901437,2024-05-17
901438,2024-08-04
901439,2024-09-28
901440,2024-10-18
901441,2024-10-07
901442,2024-11-02
901443,2024-07-16
901444,2024-06-16
901445,2024-06-28
901446,2024-08-21
901447,2024-05-23
901448,2024-12-27
901449,2024-05-11
901450,2024-06-16
901451,2024-09-07
901452,2024-10-18
901453,2024-05-30
901454,2024-11-20
901455,2024-07-16
901456,2024-12-26
901457,2024-09-26
901458,2024-12-04
901459,2024-12-23
901460,2024-07-27
901461,2024-05-15
901462,2024-07-11
901463,2024-11-13
901464,2024-07-09
901465,2024-07-04
901466,2024-09-19
901467,2024-08-28
901468,2024-05-07
901469,2024-10-23
901470,2024-06-03
901471,2024-06-28
901472,2024-09-16
901473,2024-09-11
901474,2024-12-15
901475,2024-11-27
901476,2024-08-27
901477,2024-06-10
901478,2024-09-10
901479,2024-11-24
901480,2024-09-30
901481,2024-08-16
901482,2024-11-05
901483,2024-12-01
901484,2024-12-30
901485,2024-12-15
901486,2024-05-30
901487,2024-07-19
901488,2024-04-25
901489,2024-12-23
901490,2024-12-31
901491,2024-08-10
901492,2024-09-05
901493,2024-05-11
901494,2024-04-18
901495,2024-05-03
901496,2024-04-17
901497,2024-06-13
901498,2024-11-03
901499,2024-09-21
901500,2024-12-03
901501,2024-06-09
901502,2024-07-29
901503,2024-06-08
901504,2024-09-28
901505,2024-12-05
901506,2024-12-08
901507,2024-05-14
901508,2024-09-14
901509,2024-05-08
901510,2024-12-23
901511,2024-05-17
901512,2024-09-25
901513,2025-01-01
901514,2024-05-03
901515,2024-09-14
901516,2024-11-19
901517,2024-12-26
901518,2024-06-01
901519,2024-05-07
901520,2024-07-21
901521,2024-09-27
901522,2024-07-24
901523,2024-11-14
901524,2024-04-19
901525,2024-08-03
901526,2024-06-11
901527,2024-12-25
901528,2024-09-02
901529,2024-09-01
901530,2024-11-12
901531,2024-07-23
901532,2024-09-06
901533,2024-10-09
901534,2024-06-17
901535,2024-12-06
901536,2024-04-30
901537,2024-06-17
901538,2024-12-10
901539,2024-09-07
901540,2024-11-03
901541,2024-12-28
901542,2024-10-28
901543,2024-06-12
901544,2024-10-20
901545,2024-08-11
901546,2024-12-23
901547,2024-06-23
901548,2024-08-17
901549,2024-05-25
901550,2024-10-30
901551,2024-12-11
901552,2024-09-02
901553,2024-08-19
901554,2024-10-05
901555,2024-04-22
901556,2024-08-20
901557,2024-06-29
901558,2024-07-31
901559,2024-06-08
901560,2024-11-29
901561,2024-05-03
901562,2024-08-14
901563,2024-12-23
901564,2024-10-13
901565,2024-09-23
901566,2024-07-17
901567,2024-12-20
901568,2024-11-06
901569,2024-05-06
901570,2024-08-23
901571,2024-09-05
901572,2024-11-22
901573,2024-06-26
901574,2024-12-18
901575,2024-08-01
901576,2024-05-14
901577,2024-07-18
901578,2024-08-12
901579,2024-04-26
901580,2024-07-15
901581,2024-05-30
901582,2024-09-10
901583,2024-08-10
901584,2024-10-04
901585,2024-05-31
901586,2024-12-23
901587,2024-08-19
901588,2024-09-06
901589,2024-06-05
901590,2024-07-07
901591,2024-07-02
901592,2024-10-26
901593,2024-12-14
901594,2024-12-16
901595,2024-09-22
901596,2024-06-20
901597,2024-05-28
901598,2024-07-19
901599,2024-08-16
901600,2024-07-22
901601,2024-07-15
901602,2024-09-20
901603,2024-05-06
901604,2024-10-14
901605,2024-10-09
901606,2025-01-01
901607,2024-05-06
901608,2024-11-24
901609,2024-07-09
901610,2024-11-02
901611,2024-11-13
901612,2024-12-08
901613,2024-08-08
901614,2024-09-03
901615,2024-06-28
901616,2024-10-24
901617,2024-12-24
901618,2024-05-28
901619,2024-11-22
901620,2024-10-21
901621,2024-09-30
901622,2024-09-02
901623,2024-08-07
901624,2024-07-16
901625,2024-10-13
901626,2024-09-26
901627,2024-12-07
901628,2024-07-02
901629,2024-08-30
901630,2024-04-22
901631,2024-10-14
901632,2024-11-12
901633,2024-11-29
901634,2024-12-15
901635,2024-06-21
901636,2024-11-04
901637,2024-04-17
901638,2024-07-06
901639,2024-08-04
901640,2024-10-28
901641,2024-09-30
901642,2024-09-04
901643,2024-09-06
901644,2024-09-26
901645,2024-05-12
901646,2024-05-29
901647,2024-08-23
901648,2024-08-09
901649,2024-11-05
901650,2024-08-14
901651,2024-05-14
901652,2024-08-29
901653,2024-07-26
901654,2024-09-06
901655,2024-12-12
901656,2024-09-12
901657,2024-12-12
901658,2024-07-14
901659,2024-07-18
901660,2024-05-27
901661,2024-06-11
901662,2024-08-17
901663,2024-10-08
901664,2024-10-24
901665,2024-07-19
901666,2024-12-09
901667,2024-12-15
901668,2024-12-24
901669,2024-12-10
901670,2024-10-01
901671,2024-08-06
901672,2024-11-29
901673,2024-09-23
901674,2024-11-07
901675,2024-04-29
901676,2024-05-12
901677,2024-12-12
901678,2024-10-02
901679,2024-06-08
901680,2024-07-22
901681,2024-10-03
901682,2024-12-21
901683,2024-11-15
901684,2024-09-24
901685,2024-06-27
901686,2024-11-12
901687,2024-09-10
901688,2024-04-21
901689,2024-05-08
901690,2024-10-13
901691,2024-08-03
901692,2024-08-15
901693,2024-11-13
901694,2024-12-16
901695,2024-04-21
901696,2024-10-07
901697,2024-05-07
901698,2024-09-26
901699,2024-12-12
901700,2024-09-16
901701,2024-09-24
901702,2024-08-14
901703,2024-10-30
901704,2024-12-12
901705,2024-06-27
901706,2024-10-22
901707,2024-04-30
901708,2024-07-18
901709,2024-10-25
901710,2024-10-12
901711,2024-10-26
901712,2024-10-25
901713,2024-10-18
901714,2024-07-15
901715,2024-11-23
901716,2024-12-30
901717,2024-10-07
901718,2024-09-19
901719,2024-10-22
901720,2024-10-12
901721,2024-07-19
901722,2024-12-18
901723,2024-10-16
901724,2024-07-18
