data_inizio,data_fine,Brand,Percentuale_Sconto,Modello
2021-10-23,2021-11-14 04:27:23 UTC,Ford,26,Taurus
2022-07-02,2022-07-11 04:33:47 UTC,Chevrolet,25,Avalanche
2021-12-14,2022-01-10 12:29:49 UTC,Chevrolet,25,Express 2500
2021-12-18,2022-01-02 15:42:22 UTC,Mazda,5,Mazda5
2022-01-30,2022-02-19 22:31:31 UTC,Suzuki,6,Sidekick
2022-04-01,2022-04-07 05:02:10 UTC,Ford,16,F350
2022-01-14,2022-01-16 20:31:52 UTC,Toyota,14,Prius
2022-05-03,2022-05-16 04:08:19 UTC,Nissan,14,Maxima
2021-09-30,2021-10-15 22:10:57 UTC,Audi,8,S4
2021-09-13,2021-10-03 07:22:15 UTC,Mazda,12,MX-5
2022-05-26,2022-06-13 11:01:42 UTC,Oldsmobile,24,Toronado
2021-11-02,2021-11-08 17:12:01 UTC,Toyota,29,Sienna
2021-09-30,2021-10-30 20:29:55 UTC,Volkswagen,18,GTI
2021-11-24,2021-12-15 09:57:43 UTC,Chevrolet,19,Suburban 2500
2021-09-02,2021-09-09 15:25:14 UTC,Volkswagen,7,Jetta
2022-04-27,2022-05-20 19:09:16 UTC,Mitsubishi,18,Galant
2022-03-17,2022-04-04 17:33:21 UTC,Pontiac,17,Sunfire
2022-05-06,2022-05-26 22:19:35 UTC,BMW,5,Z4
2022-06-23,2022-06-28 02:57:37 UTC,Austin,24,Mini
2022-04-21,2022-04-25 06:17:10 UTC,Saab,18,900
2022-05-26,2022-06-15 18:29:03 UTC,Dodge,26,Ram 2500
2022-01-24,2022-02-04 14:09:26 UTC,Subaru,22,Legacy
2021-11-27,2021-11-29 11:28:54 UTC,Mercedes-Benz,11,W126
2021-12-02,2021-12-27 08:02:33 UTC,Mazda,6,B2600
2021-10-15,2021-10-25 16:12:33 UTC,Porsche,9,Boxster
2022-04-22,2022-05-21 11:46:32 UTC,Dodge,9,Viper
2021-09-30,2021-10-26 14:56:25 UTC,Chevrolet,24,Astro
2021-09-13,2021-09-23 17:15:29 UTC,Jeep,27,Wrangler
2021-12-27,2022-01-10 05:45:36 UTC,Ford,26,E150
2021-10-13,2021-10-22 12:38:59 UTC,Ford,16,F-Series Super Duty
2022-06-23,2022-06-27 00:09:41 UTC,Mitsubishi,30,Truck
2021-11-17,2021-12-12 11:28:15 UTC,Mercedes-Benz,12,G-Class
2021-10-05,2021-10-14 23:24:26 UTC,Mercedes-Benz,5,600SEC
2022-07-05,2022-07-29 14:11:51 UTC,Pontiac,15,Solstice
2022-02-08,2022-02-09 21:09:18 UTC,Mazda,26,Familia
2021-10-11,2021-10-15 04:59:39 UTC,Dodge,7,Ram 1500
2022-06-20,2022-07-20 21:25:23 UTC,Mercedes-Benz,25,500E
2021-09-16,2021-10-11 02:04:59 UTC,Kia,29,Sedona
2022-04-29,2022-05-03 19:12:47 UTC,Nissan,28,Maxima
2022-03-11,2022-03-20 03:18:20 UTC,Toyota,29,RAV4
2021-10-17,2021-11-11 12:36:24 UTC,Chevrolet,10,Corvette
2022-01-13,2022-02-03 15:48:07 UTC,Ford,18,Crown Victoria
2022-03-24,2022-04-16 19:37:19 UTC,Bentley,19,Continental
2022-07-29,2022-08-04 06:55:39 UTC,Chevrolet,24,Tracker
2022-06-04,2022-06-06 05:26:44 UTC,BMW,26,5 Series
2022-06-18,2022-06-19 21:31:43 UTC,Mercury,21,Grand Marquis
2022-05-10,2022-05-24 11:30:28 UTC,Dodge,12,Neon
2022-04-26,2022-05-23 07:12:35 UTC,Ford,24,Explorer
2021-09-12,2021-09-16 05:34:31 UTC,Oldsmobile,11,Cutlass Supreme
2021-09-10,2021-09-18 20:06:11 UTC,Ford,27,Aerostar
2021-12-20,2022-01-16 16:44:01 UTC,Jaguar,23,S-Type
2021-10-07,2021-10-13 18:25:23 UTC,Land Rover,17,Discovery Series II
2022-05-08,2022-05-27 17:36:27 UTC,Mitsubishi,29,Pajero
2021-10-09,2021-10-17 16:19:16 UTC,Porsche,14,Boxster
2022-07-21,2022-08-05 09:47:59 UTC,Mitsubishi,7,Truck
2022-03-04,2022-03-20 14:35:00 UTC,Pontiac,30,Solstice
2022-06-10,2022-06-11 04:19:56 UTC,GMC,21,3500
2021-11-28,2021-12-16 23:33:42 UTC,Mitsubishi,20,Chariot
2022-01-31,2022-03-01 08:17:49 UTC,BMW,10,530
2022-03-03,2022-03-13 08:15:44 UTC,Chevrolet,6,Suburban 1500
2021-12-10,2022-01-05 09:23:43 UTC,Buick,18,Roadmaster
2022-01-07,2022-02-05 13:53:57 UTC,Mitsubishi,21,Expo
2022-07-20,2022-08-07 13:31:49 UTC,Jeep,30,Cherokee
2022-04-08,2022-04-09 03:56:31 UTC,Volvo,19,XC60
2022-03-22,2022-03-31 18:50:52 UTC,BMW,15,5 Series
2022-05-27,2022-06-22 21:06:13 UTC,GMC,11,Yukon
2022-02-19,2022-02-24 12:09:41 UTC,Saturn,8,VUE
2022-05-16,2022-05-30 04:57:58 UTC,Mitsubishi,12,Eclipse
2022-04-07,2022-04-30 18:01:49 UTC,Lincoln,5,MKZ
2022-02-07,2022-02-12 23:11:23 UTC,Lexus,9,IS
2021-10-21,2021-11-19 02:30:43 UTC,GMC,10,Yukon XL
2021-10-23,2021-10-27 23:53:13 UTC,Mitsubishi,25,Truck
2022-04-13,2022-05-03 13:54:53 UTC,GMC,16,Yukon
2022-05-13,2022-06-03 17:14:09 UTC,Bentley,9,Continental
2022-05-02,2022-05-20 10:17:50 UTC,Dodge,27,Ram Wagon B350
2022-07-01,2022-07-09 03:52:10 UTC,Honda,8,CR-X
2022-06-28,2022-07-27 20:12:39 UTC,Ford,6,Edge
2022-07-04,2022-07-10 21:32:18 UTC,Isuzu,7,i-Series
2022-02-10,2022-02-11 05:42:19 UTC,Dodge,20,Ram Van B250
2022-04-08,2022-04-15 05:41:38 UTC,Pontiac,24,Montana
2022-01-25,2022-02-12 07:13:19 UTC,Audi,14,4000s
2022-07-16,2022-08-03 08:37:14 UTC,Morgan,5,Aero 8
2021-12-03,2021-12-04 09:47:04 UTC,Ford,8,Crown Victoria
2021-12-28,2022-01-02 10:14:37 UTC,Aston Martin,23,DB9
2021-11-29,2021-12-02 07:39:24 UTC,Mercedes-Benz,14,W123
2022-03-07,2022-03-20 07:54:43 UTC,Kia,16,Rio
2022-02-14,2022-02-26 03:22:18 UTC,Toyota,19,Corolla
2022-07-28,2022-08-09 03:26:15 UTC,Toyota,23,Previa
2021-12-30,2022-01-27 23:26:33 UTC,BMW,26,550
2021-12-26,2022-01-01 13:37:38 UTC,Toyota,12,Venza
2022-07-15,2022-07-29 18:19:05 UTC,BMW,7,Z3
2021-11-01,2021-11-06 12:44:23 UTC,Pontiac,18,LeMans
2021-10-22,2021-11-13 22:49:59 UTC,Honda,7,S2000
2021-09-20,2021-10-14 10:08:59 UTC,Chevrolet,23,Corvette
2022-03-27,2022-04-12 19:08:22 UTC,GMC,27,Yukon XL 1500
2022-05-10,2022-05-20 07:05:38 UTC,Isuzu,15,i-Series
2022-07-15,2022-08-07 17:51:44 UTC,BMW,29,Alpina B7
2021-11-24,2021-12-24 17:08:45 UTC,Mercury,22,Sable
2022-01-04,2022-01-19 09:13:36 UTC,Land Rover,16,Discovery
2022-04-17,2022-05-10 05:31:35 UTC,Toyota,13,Sienna
2021-11-12,2021-12-04 23:27:15 UTC,Land Rover,17,Defender 90
2022-02-01,2022-02-13 18:31:34 UTC,Chrysler,14,Fifth Ave
2021-09-04,2021-09-07 07:54:13 UTC,Chevrolet,21,Colorado
2022-04-23,2022-05-02 11:43:29 UTC,Chrysler,19,300
2022-06-11,2022-07-11 02:50:13 UTC,Eagle,10,Vision
2022-05-04,2022-05-18 21:42:59 UTC,Dodge,6,Avenger
2022-06-11,2022-06-18 16:52:02 UTC,Lexus,23,GS
2022-07-02,2022-07-15 12:12:20 UTC,Volkswagen,29,Fox
2022-05-03,2022-05-22 23:04:18 UTC,Jeep,30,Grand Cherokee
2022-06-10,2022-06-29 23:26:16 UTC,Oldsmobile,18,Intrigue
2021-11-20,2021-12-09 01:59:33 UTC,Chevrolet,22,Cobalt
2022-01-31,2022-02-13 20:34:01 UTC,Mercedes-Benz,6,600SEL
2021-11-29,2021-12-07 15:29:19 UTC,Nissan,19,Versa
2021-12-24,2021-12-29 11:22:49 UTC,Jeep,30,Patriot
2022-07-01,2022-07-11 05:56:15 UTC,Mercedes-Benz,20,SLS AMG
2022-03-18,2022-03-30 03:04:09 UTC,Mercedes-Benz,11,500E
2022-04-12,2022-05-06 00:25:51 UTC,Mazda,13,MPV
2022-01-06,2022-01-28 02:09:03 UTC,Audi,16,A8
2022-01-10,2022-01-19 19:46:37 UTC,Lexus,17,SC
2021-12-30,2022-01-21 02:00:07 UTC,Ford,29,F150
2021-11-29,2021-12-04 14:18:20 UTC,Mercury,7,Grand Marquis
2021-09-11,2021-10-03 22:44:01 UTC,Acura,15,NSX
2022-07-10,2022-07-16 19:11:23 UTC,Mercedes-Benz,22,E-Class
2021-11-20,2021-12-15 14:50:02 UTC,GMC,14,1500 Club Coupe
2021-09-27,2021-10-05 20:42:23 UTC,Chevrolet,19,Aveo
2022-06-14,2022-06-27 14:13:47 UTC,Mitsubishi,10,Chariot
2022-02-13,2022-02-24 06:17:35 UTC,Maserati,19,GranTurismo
2022-01-23,2022-02-12 17:34:55 UTC,Kia,7,Sportage
2021-11-17,2021-11-30 14:11:55 UTC,Acura,15,TSX
2022-07-22,2022-08-20 10:43:37 UTC,Pontiac,24,Aztek
2021-12-28,2022-01-22 17:27:20 UTC,Plymouth,24,Voyager
2021-12-21,2022-01-19 06:30:26 UTC,Dodge,22,Spirit
2022-05-22,2022-05-25 17:15:47 UTC,Audi,12,90
2021-12-30,2022-01-12 18:59:24 UTC,Chevrolet,9,SSR
2021-09-03,2021-10-02 02:55:42 UTC,GMC,10,Savana 2500
2021-09-07,2021-09-23 09:05:46 UTC,Mitsubishi,15,Eclipse
2022-05-28,2022-06-05 20:23:44 UTC,Land Rover,24,Discovery
2021-11-19,2021-12-17 16:53:00 UTC,Buick,15,Skylark
2022-02-28,2022-03-26 20:01:38 UTC,Lotus,25,Elise
2021-10-14,2021-11-09 16:50:51 UTC,Ram,10,C/V
2022-02-14,2022-02-20 18:31:57 UTC,BMW,18,6 Series
2022-01-25,2022-02-22 03:27:49 UTC,Volvo,28,740
2022-01-27,2022-02-13 05:52:53 UTC,Infiniti,21,M
2022-05-26,2022-06-25 04:09:56 UTC,Mitsubishi,21,GTO
2021-12-13,2022-01-09 06:57:00 UTC,Chevrolet,5,Impala
2022-03-24,2022-04-23 01:44:20 UTC,GMC,19,Savana
2021-11-11,2021-11-30 04:17:00 UTC,Infiniti,18,G
2022-07-11,2022-07-14 13:07:08 UTC,BMW,18,3 Series
2021-10-09,2021-11-03 22:25:15 UTC,Porsche,10,Boxster
2021-10-24,2021-11-10 15:18:43 UTC,Oldsmobile,21,Cutlass Supreme
2022-01-03,2022-01-05 22:13:57 UTC,Acura,12,TSX
2022-05-17,2022-05-31 02:32:58 UTC,Nissan,20,200SX
2022-05-14,2022-05-20 06:25:21 UTC,Lotus,26,Esprit
2021-10-23,2021-11-06 14:20:12 UTC,Volkswagen,10,rio
2022-03-23,2022-04-11 11:44:45 UTC,Volkswagen,20,Type 2
2022-07-01,2022-07-08 09:48:31 UTC,Dodge,9,Dakota
2022-01-16,2022-01-19 21:30:37 UTC,Mitsubishi,9,Starion
2022-06-21,2022-07-19 15:28:42 UTC,Volkswagen,19,Touareg
2021-09-20,2021-10-19 17:59:29 UTC,Ferrari,22,612 Scaglietti
2022-06-29,2022-07-02 15:53:10 UTC,Jaguar,7,XJ
2022-02-13,2022-03-09 01:54:33 UTC,Audi,24,Quattro
2022-02-09,2022-02-19 06:14:29 UTC,Land Rover,7,Range Rover
2021-11-22,2021-12-12 07:03:26 UTC,Mercedes-Benz,17,C-Class
2021-12-04,2021-12-31 07:57:25 UTC,Mitsubishi,26,Tredia
2021-10-13,2021-11-05 00:20:48 UTC,Ford,6,Econoline E250
2022-01-20,2022-02-17 19:41:44 UTC,Dodge,20,Viper RT/10
2022-01-28,2022-02-20 20:51:59 UTC,Hyundai,22,HED-5
2021-12-13,2021-12-27 04:44:14 UTC,Mercedes-Benz,22,SLS AMG
2022-02-25,2022-03-19 09:43:26 UTC,Honda,7,Prelude
2022-01-12,2022-01-23 03:26:50 UTC,Toyota,12,RAV4
2022-03-17,2022-03-25 02:41:11 UTC,Mercedes-Benz,23,SLR McLaren
2022-04-07,2022-04-30 06:38:33 UTC,Dodge,6,Ram Van 3500
2022-07-13,2022-07-29 18:14:54 UTC,GMC,10,Safari
2021-10-03,2021-10-29 07:05:44 UTC,Maserati,18,GranTurismo
2022-02-17,2022-03-13 14:03:59 UTC,Lexus,25,GX
2021-10-13,2021-10-30 15:25:15 UTC,Infiniti,14,QX
2021-09-09,2021-09-18 16:40:42 UTC,Lexus,20,RX
2021-10-20,2021-11-18 00:27:01 UTC,Nissan,10,Quest
2021-09-15,2021-10-02 17:28:26 UTC,Lexus,11,IS
2021-09-04,2021-09-17 08:27:35 UTC,BMW,21,3 Series
2022-02-18,2022-03-08 03:51:46 UTC,Chevrolet,27,Corvette
2021-09-23,2021-10-20 22:39:27 UTC,Ford,25,Escort
2021-10-10,2021-10-17 13:41:52 UTC,Lexus,23,RX Hybrid
2021-12-23,2022-01-20 13:17:05 UTC,Mercedes-Benz,10,W201
2022-05-26,2022-06-25 14:34:55 UTC,Dodge,20,Ram Wagon B150
2021-12-19,2022-01-17 17:05:36 UTC,Buick,29,LeSabre
2022-01-24,2022-01-30 23:19:50 UTC,Kia,16,Sedona
2021-09-21,2021-09-26 13:41:33 UTC,Lexus,21,LX
2022-04-10,2022-04-21 20:39:54 UTC,Chevrolet,11,Silverado
2022-04-14,2022-04-28 09:37:52 UTC,Mercedes-Benz,18,W126
2022-06-11,2022-06-29 15:04:01 UTC,Mercedes-Benz,17,SL-Class
2022-01-13,2022-02-08 08:20:09 UTC,Chevrolet,7,Monte Carlo
2022-01-07,2022-01-19 00:46:19 UTC,Maybach,24,57
2021-09-14,2021-10-02 01:21:47 UTC,Oldsmobile,26,88
2022-02-09,2022-02-13 04:39:57 UTC,Oldsmobile,12,Intrigue
2022-04-12,2022-04-18 11:21:58 UTC,Infiniti,6,G35
2022-07-08,2022-07-31 04:36:43 UTC,Oldsmobile,6,88
2022-04-05,2022-04-14 05:02:39 UTC,GMC,7,Terrain
2021-10-20,2021-11-09 03:38:00 UTC,Pontiac,17,Grand Prix
2022-05-18,2022-05-26 09:36:24 UTC,Infiniti,22,FX
2022-05-05,2022-06-03 14:38:48 UTC,Lotus,9,Exige
2021-09-05,2021-09-13 03:37:03 UTC,Dodge,22,Caliber
2021-12-29,2022-01-16 15:20:39 UTC,Dodge,10,Grand Caravan
2021-10-31,2021-11-07 06:23:23 UTC,Dodge,8,Intrepid
2021-12-25,2021-12-29 00:45:03 UTC,GMC,14,Sierra 1500
2021-11-13,2021-12-03 00:49:27 UTC,Mercedes-Benz,14,CL-Class
2022-02-24,2022-03-15 12:35:32 UTC,Nissan,28,Xterra
2022-07-22,2022-07-26 17:51:07 UTC,Cadillac,7,Escalade EXT
2021-12-04,2021-12-14 21:52:05 UTC,Chevrolet,15,Suburban 1500
2021-11-18,2021-11-28 23:00:00 UTC,Chevrolet,8,Suburban 2500
2022-05-24,2022-06-12 20:00:50 UTC,Chevrolet,21,Caprice Classic
2022-06-25,2022-07-11 20:21:03 UTC,Lexus,17,HS
2022-02-14,2022-02-23 07:20:37 UTC,Mercedes-Benz,17,SL-Class
2022-07-16,2022-08-14 03:22:23 UTC,Jaguar,9,X-Type
2022-04-23,2022-05-22 13:17:58 UTC,Mercedes-Benz,24,500SEL
2022-06-21,2022-06-30 02:43:13 UTC,Dodge,25,Grand Caravan
2021-09-23,2021-10-18 06:53:44 UTC,Chrysler,11,300
2022-04-25,2022-05-08 18:34:35 UTC,Buick,22,Riviera
2021-10-07,2021-11-02 11:08:20 UTC,Mazda,5,CX-7
2022-03-23,2022-03-29 08:13:23 UTC,Subaru,22,Legacy
2022-06-03,2022-06-05 00:01:26 UTC,Kia,22,Amanti
2021-09-23,2021-09-30 22:56:10 UTC,Nissan,8,Cube
2021-11-11,2021-11-30 07:01:09 UTC,Mercedes-Benz,22,Sprinter
2021-09-16,2021-09-27 04:39:33 UTC,Chevrolet,5,G-Series 3500
2021-12-16,2021-12-31 14:22:16 UTC,Pontiac,24,Bonneville
2022-07-30,2022-08-09 11:21:26 UTC,Chevrolet,12,Express 3500
2021-10-24,2021-11-02 17:34:02 UTC,Oldsmobile,17,Achieva
2022-07-16,2022-07-30 17:35:23 UTC,Mercedes-Benz,24,SLS AMG
2022-01-11,2022-02-01 04:42:15 UTC,Buick,13,Electra
2022-01-08,2022-02-02 10:31:10 UTC,Audi,28,S4
2022-02-01,2022-02-09 10:25:34 UTC,Hyundai,5,Accent
2022-02-09,2022-02-21 03:50:01 UTC,Chevrolet,11,Sportvan G30
2022-01-07,2022-01-08 07:46:19 UTC,Mercedes-Benz,8,E-Class
2022-07-23,2022-08-09 04:55:39 UTC,Chevrolet,25,Suburban 2500
2022-07-10,2022-07-30 17:57:44 UTC,Hummer,23,H2
2021-11-18,2021-12-07 01:02:26 UTC,Nissan,14,Pathfinder
2022-04-08,2022-05-05 05:31:12 UTC,Toyota,28,Sienna
2022-05-06,2022-06-04 04:59:46 UTC,Porsche,12,911
2021-11-02,2021-11-21 04:48:00 UTC,Pontiac,17,Firebird Formula
2022-04-10,2022-04-25 08:32:51 UTC,Scion,13,tC
2021-09-13,2021-10-11 17:00:01 UTC,Chrysler,6,Cirrus
2021-09-13,2021-09-14 22:04:43 UTC,Toyota,6,Prius
2022-03-11,2022-04-04 19:45:46 UTC,Toyota,25,Prius
2022-03-30,2022-04-22 03:02:50 UTC,Volkswagen,14,Jetta
2022-05-08,2022-05-10 02:19:32 UTC,Audi,15,Q7
2022-02-25,2022-03-02 03:20:08 UTC,Buick,18,Electra
2022-01-07,2022-01-16 03:19:42 UTC,Mercedes-Benz,5,G-Class
2022-01-20,2022-02-02 18:29:56 UTC,GMC,19,Vandura 3500
2021-10-26,2021-11-14 15:53:06 UTC,Mercury,18,Cougar
2022-01-19,2022-01-21 13:05:43 UTC,Lincoln,8,Continental Mark VII
2022-02-26,2022-03-12 06:01:48 UTC,Subaru,27,Alcyone SVX
2022-04-12,2022-04-27 22:25:58 UTC,Dodge,22,Ram 2500
2022-04-05,2022-04-07 07:42:34 UTC,Nissan,17,Quest
2022-02-19,2022-03-13 20:05:59 UTC,Honda,13,Passport
2022-02-18,2022-03-09 18:34:56 UTC,Pontiac,19,Trans Sport
2021-12-07,2021-12-22 06:35:09 UTC,Volvo,26,C70
2022-07-09,2022-07-31 06:52:53 UTC,Honda,15,Civic
2022-07-23,2022-07-30 23:36:09 UTC,Chevrolet,11,3500
2021-09-21,2021-09-26 13:23:43 UTC,Audi,23,S4
2021-09-27,2021-10-06 16:15:41 UTC,Nissan,10,GT-R
2021-12-25,2022-01-17 03:21:04 UTC,Ford,20,Club Wagon
2022-06-19,2022-07-14 00:02:30 UTC,Isuzu,13,Ascender
2021-10-30,2021-11-29 15:05:08 UTC,Mercury,7,Sable
2022-03-31,2022-04-03 20:01:55 UTC,Saturn,10,VUE
2022-02-27,2022-03-15 09:37:18 UTC,Pontiac,6,Parisienne
2021-12-16,2022-01-01 04:28:33 UTC,Jaguar,21,XF
2022-07-11,2022-08-05 00:44:43 UTC,Acura,17,Integra
2022-01-05,2022-01-06 04:15:22 UTC,Honda,11,Insight
2022-03-14,2022-03-16 22:10:33 UTC,Chrysler,7,Concorde
2021-10-09,2021-10-11 16:40:23 UTC,Nissan,13,300ZX
2022-07-26,2022-08-13 14:34:40 UTC,Volkswagen,9,New Beetle
2022-06-03,2022-06-05 07:43:34 UTC,Mitsubishi,8,Eclipse
2022-04-13,2022-04-16 20:48:22 UTC,Bentley,6,Continental Flying Spur
2022-07-22,2022-07-27 12:12:32 UTC,Pontiac,11,Grand Am
2022-06-01,2022-06-11 03:48:52 UTC,Plymouth,16,Grand Voyager
2022-07-22,2022-07-27 03:05:24 UTC,Buick,25,Skyhawk
2022-02-23,2022-03-17 19:31:06 UTC,BMW,19,530
2021-10-25,2021-11-21 01:05:06 UTC,Mercedes-Benz,8,CLS-Class
2022-06-02,2022-06-07 06:13:07 UTC,Chevrolet,13,Astro
2022-06-24,2022-07-05 15:53:06 UTC,Hummer,10,H3
2021-12-06,2021-12-15 01:58:01 UTC,Bentley,21,Continental Flying Spur
2022-01-11,2022-02-08 05:15:53 UTC,Lexus,20,GX
2022-03-04,2022-03-06 14:31:08 UTC,Ford,10,Mustang
2022-06-10,2022-07-06 12:25:05 UTC,Kia,11,Rio
2022-06-16,2022-07-15 05:59:46 UTC,Toyota,23,MR2
2022-05-02,2022-05-19 14:08:02 UTC,Suzuki,27,Esteem
2022-03-04,2022-03-31 05:02:27 UTC,Honda,5,CR-V
2021-10-10,2021-10-17 04:56:07 UTC,Lexus,7,LX
2022-02-16,2022-02-26 15:06:02 UTC,Mazda,29,Miata MX-5
2021-10-12,2021-10-30 12:00:41 UTC,Dodge,20,Dakota
2022-03-14,2022-03-30 10:41:57 UTC,Alfa Romeo,30,164
2022-06-02,2022-06-09 00:22:16 UTC,Volvo,29,C30
2022-03-18,2022-03-31 07:36:05 UTC,Infiniti,22,G
2022-04-10,2022-05-05 02:29:02 UTC,Ford,5,Festiva
2022-02-22,2022-03-07 22:17:48 UTC,Chevrolet,30,Suburban 2500
2021-09-14,2021-09-15 14:41:49 UTC,Chrysler,18,Town & Country
2022-04-21,2022-05-13 00:50:37 UTC,Saturn,17,Ion
2022-04-16,2022-04-20 05:33:53 UTC,Lotus,20,Esprit
2022-04-12,2022-04-29 22:00:46 UTC,Oldsmobile,26,Cutlass Supreme
2022-04-30,2022-05-15 01:14:09 UTC,Chevrolet,8,Malibu
2021-10-28,2021-11-10 13:43:36 UTC,Ford,23,Probe
2022-06-24,2022-06-26 01:16:06 UTC,Dodge,24,Ram Van 1500
2021-09-14,2021-10-12 00:45:36 UTC,GMC,27,Sierra 1500
2022-05-18,2022-06-10 16:27:05 UTC,Lamborghini,6,Diablo
2022-02-12,2022-03-10 21:33:19 UTC,Toyota,8,Avalon
2022-07-17,2022-07-20 23:49:09 UTC,GMC,5,Savana 1500
2022-04-10,2022-05-10 22:08:50 UTC,Chevrolet,20,Blazer
2022-03-18,2022-03-20 08:50:02 UTC,Dodge,26,Ram Van 3500
2022-01-03,2022-02-01 13:01:22 UTC,Ford,26,Laser
2021-10-12,2021-11-05 23:40:42 UTC,Saab,22,9000
2022-04-07,2022-04-26 13:32:03 UTC,Dodge,26,Stealth
2022-01-27,2022-02-15 08:20:13 UTC,GMC,13,Envoy
2022-01-26,2022-02-07 05:13:17 UTC,Hyundai,29,Tucson
2022-03-11,2022-03-12 20:28:03 UTC,Toyota,30,RAV4
2022-02-13,2022-02-20 09:30:42 UTC,Lotus,15,Esprit
2022-06-09,2022-06-21 17:45:41 UTC,Volkswagen,20,Rabbit
2021-10-04,2021-10-19 10:14:57 UTC,Chevrolet,24,Corsica
2022-07-13,2022-08-10 14:08:40 UTC,Land Rover,17,Range Rover
2021-09-20,2021-10-19 16:12:15 UTC,Pontiac,11,Firebird
2022-04-19,2022-05-05 09:11:31 UTC,Jeep,8,Liberty
2022-02-06,2022-02-16 21:52:07 UTC,Ford,5,E350
2022-03-30,2022-04-24 20:01:41 UTC,Nissan,16,Pathfinder
2022-06-06,2022-06-25 03:26:13 UTC,Mercedes-Benz,7,S-Class
2022-03-02,2022-03-28 07:51:43 UTC,Mitsubishi,6,Mirage
2022-05-15,2022-06-03 02:56:22 UTC,Lexus,12,ES
2021-11-01,2021-11-23 21:15:21 UTC,Ford,19,F350
2022-07-12,2022-07-30 13:45:55 UTC,Mercedes-Benz,9,E-Class
2021-11-05,2021-11-30 14:59:20 UTC,Suzuki,9,Aerio
2022-04-15,2022-05-01 02:42:03 UTC,Land Rover,28,Range Rover
2021-10-28,2021-11-01 08:21:36 UTC,Chevrolet,16,Express 2500
2021-09-30,2021-10-25 13:06:04 UTC,Bentley,10,Azure
2022-05-15,2022-06-03 16:15:51 UTC,Chevrolet,10,Tahoe
